"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ex_borg_0_a,maxed_data_collection_study_visit_a,,text,"Borg 0",,,,,,,,,,,,,
ex_borg_5_a,maxed_data_collection_study_visit_a,,text,"Borg 5",,,,,,,,,,,,,
ex_borg_10_a,maxed_data_collection_study_visit_a,,text,"Borg 10",,,,,,,,,,,,,
ex_borg_15_a,maxed_data_collection_study_visit_a,,text,"Borg 15",,,,,,,,,,,,,
ex_borg_20_a,maxed_data_collection_study_visit_a,,text,"Borg 20",,,,,,,,,,,,,
ex_borg_25_a,maxed_data_collection_study_visit_a,,text,"Borg 25",,,,,,,,,,,,,
ex_borg_30_a,maxed_data_collection_study_visit_a,,text,"Borg 30",,,,,,,,,,,,,
ex_enth_0_a,maxed_data_collection_study_visit_a,,text,"Enth 0 ",,,,,,,,,,,,,
ex_enth_5_a,maxed_data_collection_study_visit_a,,text,"Enth 5",,,,,,,,,,,,,
ex_enth_10_a,maxed_data_collection_study_visit_a,,text,"Enth 10 ",,,,,,,,,,,,,
ex_enth_15_a,maxed_data_collection_study_visit_a,,text,"Enth 15",,,,,,,,,,,,,
ex_enth_20_a,maxed_data_collection_study_visit_a,,text,"Enth 20",,,,,,,,,,,,,
ex_enth_25_a,maxed_data_collection_study_visit_a,,text,"Enth 25",,,,,,,,,,,,,
ex_enth_30_a,maxed_data_collection_study_visit_a,,text,"Enth 30",,,,,,,,,,,,,
ex_crum_0_a,maxed_data_collection_study_visit_a,,text,"Crum 0 ",,,,,,,,,,,,,
ex_crum_5_a,maxed_data_collection_study_visit_a,,text,"Crum 5",,,,,,,,,,,,,
ex_crum_10_a,maxed_data_collection_study_visit_a,,text,"Crum 10 ",,,,,,,,,,,,,
ex_crum_15_a,maxed_data_collection_study_visit_a,,text,"Crum 15",,,,,,,,,,,,,
ex_crum_20_a,maxed_data_collection_study_visit_a,,text,"Crum 20",,,,,,,,,,,,,
ex_crum_25_a,maxed_data_collection_study_visit_a,,text,"Crum 25",,,,,,,,,,,,,
ex_crum_30_a,maxed_data_collection_study_visit_a,,text,"Crum 30",,,,,,,,,,,,,
ex_fatig_0_a,maxed_data_collection_study_visit_a,,text,"Fati 0 ",,,,,,,,,,,,,
ex_fatig_5_a,maxed_data_collection_study_visit_a,,text,"Fati 5",,,,,,,,,,,,,
ex_fatig_10_a,maxed_data_collection_study_visit_a,,text,"Fati 10",,,,,,,,,,,,,
ex_fatig_15_a,maxed_data_collection_study_visit_a,,text,"Fati 15",,,,,,,,,,,,,
ex_fatig_20_a,maxed_data_collection_study_visit_a,,text,"Fati 20",,,,,,,,,,,,,
ex_fatig_25_a,maxed_data_collection_study_visit_a,,text,"Fati 25",,,,,,,,,,,,,
ex_fatig_30_a,maxed_data_collection_study_visit_a,,text,"Fati 30",,,,,,,,,,,,,
ex_calm_0_a,maxed_data_collection_study_visit_a,,text,"Calm 0 ",,,,,,,,,,,,,
ex_calm_5_a,maxed_data_collection_study_visit_a,,text,"Calm 5",,,,,,,,,,,,,
ex_calm_10_a,maxed_data_collection_study_visit_a,,text,"Calm 10",,,,,,,,,,,,,
ex_calm_15_a,maxed_data_collection_study_visit_a,,text,"Calm 15",,,,,,,,,,,,,
ex_calm_20_a,maxed_data_collection_study_visit_a,,text,"Calm 20",,,,,,,,,,,,,
ex_calm_25_a,maxed_data_collection_study_visit_a,,text,"Calm 25",,,,,,,,,,,,,
ex_calm_30_a,maxed_data_collection_study_visit_a,,text,"Calm 30",,,,,,,,,,,,,
ex_anx_0_a,maxed_data_collection_study_visit_a,,text,"Anxious 0",,,,,,,,,,,,,
ex_anx_5_a,maxed_data_collection_study_visit_a,,text,"Anxious 5",,,,,,,,,,,,,
ex_anx_10_a,maxed_data_collection_study_visit_a,,text,"Anxious 10",,,,,,,,,,,,,
ex_anx_15_a,maxed_data_collection_study_visit_a,,text,"Anxious 15",,,,,,,,,,,,,
ex_anx_20_a,maxed_data_collection_study_visit_a,,text,"Anxious 20",,,,,,,,,,,,,
ex_anx_25_a,maxed_data_collection_study_visit_a,,text,"Anxious 25",,,,,,,,,,,,,
ex_anx_30_a,maxed_data_collection_study_visit_a,,text,"Anxious 30",,,,,,,,,,,,,
ex_phys_0_a,maxed_data_collection_study_visit_a,,text,"Phys 0 ",,,,,,,,,,,,,
ex_phys_5_a,maxed_data_collection_study_visit_a,,text,"Phys 5",,,,,,,,,,,,,
ex_phys_10_a,maxed_data_collection_study_visit_a,,text,"Phys 10",,,,,,,,,,,,,
ex_phys_15_a,maxed_data_collection_study_visit_a,,text,"Phys 15",,,,,,,,,,,,,
ex_phys_20_a,maxed_data_collection_study_visit_a,,text,"Phys 20",,,,,,,,,,,,,
ex_phys_25_a,maxed_data_collection_study_visit_a,,text,"Phys 25",,,,,,,,,,,,,
ex_phys_30_a,maxed_data_collection_study_visit_a,,text,"Phys 30",,,,,,,,,,,,,
ex_shap_0_a,maxed_data_collection_study_visit_a,,text,"Shape 0",,,,,,,,,,,,,
ex_shap_5_a,maxed_data_collection_study_visit_a,,text,"Shape 5",,,,,,,,,,,,,
ex_shap_10_a,maxed_data_collection_study_visit_a,,text,"Shape 10",,,,,,,,,,,,,
ex_shap_15_a,maxed_data_collection_study_visit_a,,text,"Shape 15",,,,,,,,,,,,,
ex_shap_20_a,maxed_data_collection_study_visit_a,,text,"Shape 20",,,,,,,,,,,,,
ex_shap_25_a,maxed_data_collection_study_visit_a,,text,"Shape 25",,,,,,,,,,,,,
ex_shap_30_a,maxed_data_collection_study_visit_a,,text,"Shape 30",,,,,,,,,,,,,
ex_wt_0_a,maxed_data_collection_study_visit_a,,text,"wt 0 ",,,,,,,,,,,,,
ex_wt_5_a,maxed_data_collection_study_visit_a,,text,"wt 5",,,,,,,,,,,,,
ex_wt_10_a,maxed_data_collection_study_visit_a,,text,"wt 10",,,,,,,,,,,,,
ex_wt_15_a,maxed_data_collection_study_visit_a,,text,"wt 15",,,,,,,,,,,,,
ex_wt_20_a,maxed_data_collection_study_visit_a,,text,"wt 20",,,,,,,,,,,,,
ex_wt_25_a,maxed_data_collection_study_visit_a,,text,"wt 25",,,,,,,,,,,,,
ex_wt_30_a,maxed_data_collection_study_visit_a,,text,"wt 30",,,,,,,,,,,,,
ex_attract_0_a,maxed_data_collection_study_visit_a,,text,"attract 0 ",,,,,,,,,,,,,
ex_attract_5_a,maxed_data_collection_study_visit_a,,text,"attract 5",,,,,,,,,,,,,
ex_attract_10_a,maxed_data_collection_study_visit_a,,text,"attract 10",,,,,,,,,,,,,
ex_attract_15_a,maxed_data_collection_study_visit_a,,text,"attract 15",,,,,,,,,,,,,
ex_attract_20_a,maxed_data_collection_study_visit_a,,text,"attract 20",,,,,,,,,,,,,
ex_attract_25_a,maxed_data_collection_study_visit_a,,text,"attract 25",,,,,,,,,,,,,
ex_attract_30_a,maxed_data_collection_study_visit_a,,text,"attract 30",,,,,,,,,,,,,
ex_looks_0_a,maxed_data_collection_study_visit_a,,text,"Looks 0 ",,,,,,,,,,,,,
ex_looks_5_a,maxed_data_collection_study_visit_a,,text,"Looks 5",,,,,,,,,,,,,
ex_looks_10_a,maxed_data_collection_study_visit_a,,text,"Looks 10",,,,,,,,,,,,,
ex_looks_15_a,maxed_data_collection_study_visit_a,,text,"Looks 15",,,,,,,,,,,,,
ex_looks_20_a,maxed_data_collection_study_visit_a,,text,"Looks 20",,,,,,,,,,,,,
ex_looks_25_a,maxed_data_collection_study_visit_a,,text,"Looks 25",,,,,,,,,,,,,
ex_looks_30_a,maxed_data_collection_study_visit_a,,text,"Looks 30",,,,,,,,,,,,,
ex_avg_0_a,maxed_data_collection_study_visit_a,,text,"Avg 0 ",,,,,,,,,,,,,
ex_avg_5_a,maxed_data_collection_study_visit_a,,text,"Avg 5",,,,,,,,,,,,,
ex_avg_10_a,maxed_data_collection_study_visit_a,,text,"Avg 10",,,,,,,,,,,,,
ex_avg_15_a,maxed_data_collection_study_visit_a,,text,"Avg 15",,,,,,,,,,,,,
ex_avg_20_a,maxed_data_collection_study_visit_a,,text,"Avg 20",,,,,,,,,,,,,
ex_avg_25_a,maxed_data_collection_study_visit_a,,text,"Avg 25",,,,,,,,,,,,,
ex_avg_30_a,maxed_data_collection_study_visit_a,,text,"Avg 30",,,,,,,,,,,,,
ex_hr_0_a,maxed_data_collection_study_visit_a,,text,"HR 0 ",,,,,,,,,,,,,
ex_hr_5_a,maxed_data_collection_study_visit_a,,text,"HR 5",,,,,,,,,,,,,
ex_hr_10_a,maxed_data_collection_study_visit_a,,text,"HR 10 ",,,,,,,,,,,,,
ex_hr_15_a,maxed_data_collection_study_visit_a,,text,"HR 15",,,,,,,,,,,,,
ex_hr_20_a,maxed_data_collection_study_visit_a,,text,"HR 20",,,,,,,,,,,,,
ex_hr_25_a,maxed_data_collection_study_visit_a,,text,"HR 25",,,,,,,,,,,,,
ex_hr_30_a,maxed_data_collection_study_visit_a,,text,"HR 30",,,,,,,,,,,,,
ex_rpm_0_a,maxed_data_collection_study_visit_a,,text,"RPM 0 ",,,,,,,,,,,,,
ex_rpm_5_a,maxed_data_collection_study_visit_a,,text,"RPM 5",,,,,,,,,,,,,
ex_rpm_10_a,maxed_data_collection_study_visit_a,,text,"RPM 10 ",,,,,,,,,,,,,
ex_rpm_15_a,maxed_data_collection_study_visit_a,,text,"RPM 15",,,,,,,,,,,,,
ex_rpm_20_a,maxed_data_collection_study_visit_a,,text,"RPM 20",,,,,,,,,,,,,
ex_rpm_25_a,maxed_data_collection_study_visit_a,,text,"RPM 25",,,,,,,,,,,,,
ex_rpm_30_a,maxed_data_collection_study_visit_a,,text,"RPM 30",,,,,,,,,,,,,
ex_watts_0_a,maxed_data_collection_study_visit_a,,text,"Watts 0 ",,,,,,,,,,,,,
ex_watts_5_a,maxed_data_collection_study_visit_a,,text,"Watts 5",,,,,,,,,,,,,
ex_watts_10_a,maxed_data_collection_study_visit_a,,text,"Watts 10",,,,,,,,,,,,,
ex_watts_15_a,maxed_data_collection_study_visit_a,,text,"Watts 15",,,,,,,,,,,,,
ex_watts_20_a,maxed_data_collection_study_visit_a,,text,"Watts 20",,,,,,,,,,,,,
ex_watts_25_a,maxed_data_collection_study_visit_a,,text,"Watts 25",,,,,,,,,,,,,
ex_watts_30_a,maxed_data_collection_study_visit_a,,text,"Watts 30",,,,,,,,,,,,,
ex_dis_0_a,maxed_data_collection_study_visit_a,,text,"Distance 0 ",,,,,,,,,,,,,
ex_dis_5_a,maxed_data_collection_study_visit_a,,text,"Distance 5",,,,,,,,,,,,,
ex_dis_10_a,maxed_data_collection_study_visit_a,,text,"Distance 10",,,,,,,,,,,,,
ex_dis_15_a,maxed_data_collection_study_visit_a,,text,"Distance 15",,,,,,,,,,,,,
ex_dis_20_a,maxed_data_collection_study_visit_a,,text,"Distance 20",,,,,,,,,,,,,
ex_dis_25_a,maxed_data_collection_study_visit_a,,text,"Distance 25",,,,,,,,,,,,,
ex_dis_30_a,maxed_data_collection_study_visit_a,,text,"Distance 30",,,,,,,,,,,,,
studya_bphr_end,maxed_data_collection_study_visit_a,,descriptive,"<div class=""rich-text-field-label""><p>12. Collect blood pressure and HR:</p> <p><span style=""font-weight: normal;"">Post-session HR: {studya_hr_end} </span></p> <p><span style=""font-weight: normal;"">Post-session BP: {studya_bp_end}</span></p> <p> </p></div>",,,,,,,,,,,,,
studya_hr_end,maxed_data_collection_study_visit_a,,text,"Post-session HR: ",,,,,,,,,,,,,
studya_bp_end,maxed_data_collection_study_visit_a,,text,"Post-session BP: ",,,,,,,,,,,,,
studya_time_end,maxed_data_collection_study_visit_a,,text,"Visit End Time: ",,,time,,,,,y,,,,,
day_a_study_notes,maxed_data_collection_study_visit_a,,notes,"Study Visit Notes (i.e., did any adverse events/mishaps happen throughout the visit?):",,,,,,,,,,,,,
study_id_b,maxed_data_collection_study_visit_b,,text,"Study ID: ",,,,,,,,y,,,,,
firstvisit_b,maxed_data_collection_study_visit_b,,yesno,"FIRST STUDY VISIT",,,,,,,,y,,,,,
recording_b,maxed_data_collection_study_visit_b,,descriptive,"Record Weight and Height: ",,,,,,,"[firstvisit_b] = 1",,,,,,
recordwandh_b,maxed_data_collection_study_visit_b,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 27.5813%; height: 85px; border-style: outset;"" border=""1""> <tbody> <tr style=""height: 42.5px;""> <td style=""width: 33.4998%; height: 42.5px;"">Weight (kgs): </td> <td style=""width: 66.5083%; height: 42.5px;"">{weight_1_b}</td> </tr> <tr style=""height: 42.5px;""> <td style=""width: 33.4998%; height: 42.5px;"">Height (cm): </td> <td style=""width: 66.5083%; height: 42.5px;"">{height_b}</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[firstvisit_b] = 1",,,,,,
weight_1_b,maxed_data_collection_study_visit_b,,text,"Weight: ",,,,,,,"[firstvisit_b] = 1",y,,,,,
height_b,maxed_data_collection_study_visit_b,,text,"Height: ",,,,,,,"[firstvisit_b] = 1",,,,,,
studyb_date,maxed_data_collection_study_visit_b,,text,"Date: ",,,date_mdy,,,,,y,,,,,
studyb_time_start,maxed_data_collection_study_visit_b,,text,"Visit Start Time: ",,,time,,,,,y,,,,,
studyb_info,maxed_data_collection_study_visit_b,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 33.2854%;"">Date: {studyb_date}</td> <td style=""width: 33.2854%;"">Visit Start Time: {studyb_time_start}</td> <td style=""width: 33.2877%;"">Visit End Time: {studyb_time_end}</td> </tr> </tbody> </table> <p style=""text-align: left;"">1. Preferred Snack: {studyb_snack}</p> <p>2. Collect blood pressure and HR:</p> <table style=""border-collapse: collapse; width: 21.6407%; height: 50px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 16.087%; height: 25px;"">HR: </td> <td style=""width: 83.913%; height: 25px;"">{studyb_bl_hr}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 16.087%; height: 25px;"">BP: </td> <td style=""width: 83.913%; height: 25px;"">{studyb_bl_bp}</td> </tr> </tbody> </table> <p style=""text-align: left;""> </p> <p style=""text-align: left;"">Notes: {studyb_notes}                                                                 </p></div>",,,,,,,,,,,,,
studyb_snack,maxed_data_collection_study_visit_b,,text,"2. Preferred snack: ",,,,,,,,y,,,,,
studyb_bl_hr,maxed_data_collection_study_visit_b,,text,"Baseline HR:",,,,,,,,y,,,,,
studyb_bl_bp,maxed_data_collection_study_visit_b,,text,"Baseline BP: ",,,,,,,,y,,,,,
studyb_notes,maxed_data_collection_study_visit_b,,notes,"Notes: ",,,,,,,,,,,,,
studyb_wfex,maxed_data_collection_study_visit_b,"4. Work for Exercise ",dropdown,"Minutes Earned (10 rounds, 3 minutes each): ","0, 0 | 1, 3 | 2, 6 | 3, 9 | 4, 12 | 5, 15 | 6, 18 | 7, 21 | 8, 24 | 9, 27 | 10, 30",,,,,,,,,,,," @HIDDEN-SURVEY"
studyb_wfex_2,maxed_data_collection_study_visit_b,,dropdown,"Minutes Earned 2.0 (6 rounds, 5 minutes each): ","0, 0 | 1, 5 | 2, 10 | 3, 15 | 4, 20 | 5, 25 | 6, 30",,,,,,,,,,,,
studyb_preblood_collect,maxed_data_collection_study_visit_b,"5. Perform pre-exercise blood draw: ",yesno,"Was blood collected?",,,,,,,,,,,,,
studyb_preblood,maxed_data_collection_study_visit_b,,text,"Blood Draw Time: ",,,time,,,,"[studyb_preblood_collect] = 1",,,,,,
studyb_hr_info,maxed_data_collection_study_visit_b,"6. Exercise: ",descriptive,"<div class=""rich-text-field-label""><p>Warm-up should begin at a HR which approximates 40% MHR and end near 55% MHR (maintain 60-70 revolutions/min).</p> <p>Note regarding HR moderate-intensity session a try to get HR up closer to 55% MHR by the end of the work out.</p> <p>Note regarding watts moderate-intensity session a start adjusting watts right around 1-min mark (increase around 5-10 watts/minute for first 3 minutes and then 10-20 watts/minute during minutes 4 and 5 of warm-up).</p> <p> </p> <p>Age-Predicted Max HR: 220-Age= {studyb_max_hr}</p> <p>  {studyb_hr_40}  (40%)     {studyb_hr_55} (55%) Warm-Up/Cool off Lasts 5 minutes</p> <p>Moderate Intensity Exercise Session: Stay between 70-75% MHR (while maintaining 60-70 rpm)</p> <p>{studyb_hr_70} (70%) {studyb_hr_75} (75%)</p></div>",,,,,,,,,,,,,
studyb_age,maxed_data_collection_study_visit_b,,text,"Age: ",,,,,,,,,,,,,
studyb_max_hr,maxed_data_collection_study_visit_b,,calc,"Age-Predicted Max HR: 220-Age = ","if([studyb_age] <> """", 220 - [studyb_age], """")",,,,,,,,,,,,
studyb_hr_40,maxed_data_collection_study_visit_b,,calc,40%,[studyb_max_hr]*.40,,,,,,,,,,,,
studyb_hr_55,maxed_data_collection_study_visit_b,,calc,55%,[studyb_max_hr]*.55,,,,,,,,,,,,
studyb_hr_70,maxed_data_collection_study_visit_b,,calc,70,[studyb_max_hr]*.70,,,,,,,,,,,,
studyb_hr_75,maxed_data_collection_study_visit_b,,calc,75%,[studyb_max_hr]*.75,,,,,,,,,,,,
